# xyscan Version 4.5.0
# Date: Wed Feb  3 23:21:39 2021
# Scanned by: yhleung
# Source: /Users/yhleung/Desktop/Screen Shot 2021-02-03 at 10.30.15 PM.png
# Comment: 
# Format: x, y
3.38622	1.07436	
3.70817	1.0349	
3.93964	0.998483	
4.10193	0.968134	
5.01931	0.965099	
5.60861	0.949924	
6.14187	0.92868	
7.07391	0.904401	
7.74649	0.889226	
8.56905	0.871017	
9.28956	0.849772	
9.67223	0.822458	
10.8078	0.77997	
12.4479	0.770865	
13.7697	0.770865	
14.9275	0.76176	
16.1826	0.746586	
17.3672	0.728376	
# EoF
